2306, 300, 0.0571191 
2306, 301, 0.0571191 
2306, 302, 0.0566691 
2306, 303, 0.0571191 
2306, 304, 0.0578691 
2306, 305, 0.0590441 
2306, 306, 0.0604191 
2306, 307, 0.0619316 
2306, 308, 0.0634816 
2306, 309, 0.0650441 
2306, 310, 0.0666066 
2306, 311, 0.0681691 
2306, 312, 0.0697316 
2306, 313, 0.0712941 
2306, 314, 0.0728566 
2306, 315, 0.0744191 
2306, 316, 0.0759816 
2306, 317, 0.0775441 
2306, 318, 0.0791066 
2306, 319, 0.0806691 
2306, 320, 0.0822316 
2306, 321, 0.0837941 
2306, 322, 0.0853566 
2306, 323, 0.0869191 
2306, 324, 0.0884816 
2306, 325, 0.0900441 
2306, 326, 0.0916066 
2306, 327, 0.0931691 
2306, 328, 0.0947316 
2306, 329, 0.0962941 
2306, 330, 0.0978567 
2306, 331, 0.0994192 
2306, 332, 0.100748 
2306, 333, 0.101502 
2306, 334, 0.101368 
2306, 335, 0.100097 
2306, 336, 0.0975472 
2306, 337, 0.0944852 
2306, 338, 0.0921028 
2306, 339, 0.0915255 
2306, 340, 0.0935432 
2306, 341, 0.0984617 
2306, 342, 0.105272 
2306, 343, 0.112269 
2306, 344, 0.117687 
2306, 345, 0.12049 
2306, 346, 0.12046 
2306, 347, 0.118199 
2306, 348, 0.11487 
2306, 349, 0.11188 
2306, 350, 0.109686 
2306, 351, 0.108014 
2306, 352, 0.10656 
2306, 353, 0.104963 
2306, 354, 0.10278 
2306, 355, 0.10061 
2306, 356, 0.0995782 
2306, 357, 0.100455 
2306, 358, 0.103574 
2306, 359, 0.109057 
2306, 360, 0.115963 
2306, 361, 0.122833 
2306, 362, 0.128468 
2306, 363, 0.132139 
2306, 364, 0.13333 
2306, 365, 0.132359 
2306, 366, 0.129986 
2306, 367, 0.126999 
2306, 368, 0.124127 
2306, 369, 0.122072 
2306, 370, 0.121089 
2306, 371, 0.121297 
2306, 372, 0.12263 
2306, 373, 0.124681 
2306, 374, 0.126831 
2306, 375, 0.128604 
